date,Trans,Hours,Visits,Unit,Net_Sales
2015-01-04,785.0,196.08314599999997,2444.0,2908.0,47299.53
2015-01-05,606.0,165.49994999999998,1959.0,2083.0,31791.98
2015-01-06,518.0,140.01672,1533.0,1789.0,27826.73
2015-01-07,523.0,152.29991999999996,1842.0,1849.0,29100.54
2015-01-08,491.0,135.89996000000002,1365.0,1696.0,20759.850000000006
2015-01-09,757.0,204.75000000000003,2262.0,2615.0,35037.31
2015-01-10,1196.0,261.649963,3847.0,4637.0,54561.86000000001
2015-01-11,749.0,188.316654,2635.0,2948.0,36392.63
2015-01-12,468.0,157.56675600000005,1165.0,1512.0,15254.03
2015-01-13,487.0,134.783376,1161.0,2092.0,18974.47
2015-01-14,521.0,133.98339299999998,1323.0,2446.0,23697.660000000003
2015-01-15,516.0,124.88331600000001,1277.0,2025.0,20289.37
2015-01-16,729.0,207.25006600000006,1894.0,2909.0,27023.299999999996
2015-01-17,1047.0,259.80013,3453.0,5083.0,50127.479999999996
2015-01-18,609.0,132.799891,2194.0,2978.0,26134.359999999997
2015-01-19,541.0,143.06666,1873.0,2205.0,19187.399999999998
2015-01-20,353.0,119.03325299999999,963.0,1547.0,17463.16
2015-01-21,395.0,136.183336,1021.0,1526.0,18674.64
2015-01-22,381.0,122.516586,1010.0,1401.0,17057.72
2015-01-23,523.0,171.583392,1489.0,1859.0,21673.849999999995
2015-01-24,833.0,191.44991,2847.0,3113.0,36535.89000000001
2015-01-25,466.0,129.23339000000004,1670.0,1943.0,22536.899999999998
2015-01-26,272.0,109.08326,758.0,898.0,10564.169999999998
2015-01-27,256.0,99.999973,749.0,880.0,9959.119999999999
2015-01-28,276.0,110.49999,856.0,1071.0,14849.749999999998
2015-01-29,322.0,109.033282,848.0,1414.0,15759.789999999999
2015-01-30,414.0,139.20008900000002,1296.0,1641.0,21454.1
2015-01-31,744.0,203.416548,2694.0,2824.0,37423.21
2015-02-01,48.0,34.649986,152.0,223.0,2682.9300000000003
2015-02-02,275.0,104.883313,983.0,1178.0,13962.300000000001
2015-02-03,201.0,102.849983,641.0,791.0,13756.63
2015-02-04,231.0,103.15006000000001,785.0,870.0,12836.909999999998
2015-02-05,237.0,106.466604,871.0,1024.0,14451.529999999999
2015-02-06,426.0,154.94988600000002,1464.0,1429.0,25045.3
2015-02-07,835.0,222.483426,3249.0,3418.0,49981.42999999999
2015-02-08,584.0,204.18336000000002,2442.0,2869.0,38746.159999999996
2015-02-09,243.0,132.783353,962.0,949.0,15234.990000000002
2015-02-10,349.0,134.850079,1113.0,1352.0,20298.030000000002
2015-02-11,388.0,151.83336,1223.0,1495.0,23301.85
2015-02-12,445.0,159.699896,1292.0,1574.0,28596.870000000003
2015-02-13,729.0,235.76662000000002,2147.0,2919.0,48792.32
2015-02-14,897.0,224.88336299999995,3274.0,3301.0,54890.350000000006
2015-02-15,490.0,140.816666,2021.0,2016.0,29038.64
2015-02-16,416.0,126.74983,1710.0,1594.0,22538.489999999998
2015-02-17,236.0,140.099963,797.0,839.0,13017.07
2015-02-18,225.0,118.63339900000001,750.0,898.0,13150.7
2015-02-19,267.0,71.76666800000001,1038.0,927.0,15453.08
2015-02-20,393.0,141.65004000000002,1334.0,1560.0,23206.039999999997
2015-02-21,739.0,218.64996000000005,2911.0,2873.0,43130.85
2015-02-22,525.0,127.93329800000002,2161.0,2103.0,28443.399999999998
2015-02-23,274.0,110.46661000000002,946.0,1020.0,15570.75
2015-02-24,308.0,119.94996000000002,1026.0,1691.0,18929.5
2015-02-25,317.0,106.61666600000001,1053.0,1742.0,21019.51
2015-02-26,304.0,115.56669600000001,1053.0,1522.0,18000.98
2015-02-27,523.0,141.933306,1879.0,2537.0,28423.440000000002
2015-02-28,977.0,219.41645999999997,3891.0,5025.0,55833.409999999996
2015-03-01,510.0,0.0,0.0,2641.0,28420.329999999998
2015-03-02,269.0,87.08331600000001,1087.0,1132.0,13675.33
2015-03-03,240.0,68.516656,868.0,1155.0,13025.31
2015-03-04,288.0,86.216656,1107.0,1317.0,15266.42
2015-03-05,334.0,102.93332999999998,1184.0,1512.0,15891.21
2015-03-06,451.0,162.03322000000003,1744.0,2196.0,26073.7
2015-03-07,955.0,256.766586,3978.0,4658.0,51988.71
2015-03-08,602.0,156.15005,2295.0,2796.0,32394.010000000002
2015-03-09,294.0,119.10000000000001,1094.0,1400.0,17271.22
2015-03-10,268.0,106.133303,967.0,1220.0,13991.58
2015-03-11,271.0,105.45001200000002,1143.0,1199.0,15813.910000000002
2015-03-12,317.0,88.46665399999998,1111.0,1430.0,18102.74
2015-03-13,411.0,143.98332,1666.0,1947.0,23021.939999999995
2015-03-14,739.0,219.16666200000003,3042.0,3894.0,43163.01000000001
2015-03-15,492.0,159.96663600000005,2024.0,2333.0,26757.33
2015-03-16,311.0,109.45002,1066.0,1518.0,17621.98
2015-03-17,304.0,124.11654600000003,1028.0,1293.0,17372.22
2015-03-18,280.0,100.133332,989.0,1244.0,15866.44
2015-03-19,430.0,145.566553,1262.0,2657.0,22168.910000000003
2015-03-20,582.0,164.89993499999997,1773.0,3521.0,26516.26
2015-03-21,985.0,222.71668,3431.0,5865.0,53311.39
2015-03-22,580.0,154.94991599999997,2398.0,3627.0,29573.879999999997
2015-03-23,367.0,139.93337,1429.0,2187.0,18142.72
2015-03-24,379.0,118.666652,0.0,2048.0,21546.540000000005
2015-03-25,344.0,108.04998,1606.0,1731.0,20216.079999999998
2015-03-26,396.0,116.06666,1463.0,1875.0,22552.979999999996
2015-03-27,497.0,135.15006,1916.0,2531.0,28931.930000000004
2015-03-28,803.0,222.78330200000002,3211.0,4000.0,48765.76
2015-03-29,440.0,166.01659899999999,1903.0,1675.0,23276.99
2015-03-30,371.0,136.96661999999998,1270.0,1321.0,18118.809999999998
2015-03-31,363.0,112.91666000000001,1138.0,1457.0,19342.63
2015-04-01,367.0,119.04993999999999,1191.0,1405.0,20360.68
2015-04-02,384.0,125.71663000000002,1485.0,1478.0,21698.8
2015-04-03,647.0,190.550122,2417.0,2472.0,33575.17
2015-04-04,788.0,200.79996900000006,3099.0,2812.0,41514.58
2015-04-06,336.0,145.59996,1278.0,1240.0,17897.86
2015-04-07,316.0,155.849992,1035.0,1218.0,19815.42
2015-04-08,360.0,134.56662000000003,1032.0,1156.0,19367.34
2015-04-09,322.0,151.766556,1113.0,1135.0,19069.47
2015-04-10,501.0,175.30002000000002,1684.0,1713.0,27988.9
2015-04-11,755.0,258.51652900000005,2734.0,2496.0,46450.31
2015-04-12,443.0,157.38323000000003,1760.0,1547.0,26149.840000000004
2015-04-13,285.0,133.16662,830.0,1002.0,16751.93
2015-04-14,285.0,104.63329900000001,756.0,993.0,14607.980000000003
2015-04-15,295.0,105.433396,895.0,1049.0,16912.59
2015-04-16,313.0,117.66655800000001,916.0,1172.0,18930.09
2015-04-17,419.0,144.666776,1209.0,1610.0,24936.459999999995
2015-04-18,748.0,236.333369,2627.0,2812.0,45812.58
2015-04-19,524.0,150.8833,1859.0,1817.0,27743.580000000005
2015-04-20,320.0,94.866649,971.0,1159.0,15728.420000000002
2015-04-21,338.0,117.31661000000003,966.0,1175.0,19225.36
2015-04-22,345.0,92.216636,1015.0,1201.0,18618.33
2015-04-23,361.0,112.33330899999999,943.0,1222.0,19874.12
2015-04-24,466.0,128.25005000000002,1453.0,1654.0,25521.410000000003
2015-04-25,905.0,238.46662,3155.0,3384.0,55006.08
2015-04-26,593.0,127.85004600000002,1975.0,2211.0,32363.800000000003
2015-04-27,374.0,93.39999999999999,1073.0,1335.0,18003.239999999998
2015-04-28,389.0,112.71663200000002,976.0,1165.0,19772.79
2015-04-29,269.0,89.883309,821.0,837.0,14290.64
2015-04-30,269.0,89.51667499999999,788.0,867.0,15117.689999999999
2015-05-01,307.0,124.60002,1091.0,1089.0,18601.88
2015-05-02,545.0,234.816579,1780.0,2203.0,34622.259999999995
2015-05-03,331.0,141.80013,1286.0,1289.0,20309.43
2015-05-04,261.0,117.44998,879.0,994.0,14365.61
2015-05-05,306.0,106.49998900000001,1066.0,1386.0,17481.260000000002
2015-05-06,302.0,100.74997999999998,1090.0,1276.0,15856.28
2015-05-07,337.0,112.08335000000001,1092.0,1410.0,19494.77
2015-05-08,467.0,129.46666,1653.0,1887.0,25300.58
2015-05-09,891.0,223.04998999999998,3475.0,3793.0,48157.700000000004
2015-05-10,460.0,139.88334,1871.0,2126.0,27850.710000000003
2015-05-11,319.0,104.48333000000001,1316.0,1377.0,18506.91
2015-05-12,335.0,104.083316,975.0,1315.0,19838.440000000002
2015-05-13,352.0,100.21667599999999,1096.0,1437.0,21283.52
2015-05-14,326.0,98.21663900000001,1080.0,1303.0,18280.999999999996
2015-05-15,423.0,133.449992,1396.0,1615.0,24074.359999999997
2015-05-16,647.0,220.099956,2459.0,2654.0,40216.29
2015-05-17,450.0,152.54996599999998,1666.0,1740.0,27778.32
2015-05-18,323.0,109.29998,1086.0,1115.0,17643.699999999997
2015-05-19,397.0,106.399976,1273.0,1475.0,22447.36
2015-05-20,407.0,106.28331600000001,1254.0,1575.0,25128.250000000004
2015-05-21,493.0,124.833343,1299.0,2681.0,27906.350000000002
2015-05-22,562.0,152.30003599999998,1717.0,2721.0,30729.56
2015-05-23,727.0,224.866659,2311.0,3688.0,43489.969999999994
2015-05-24,598.0,159.950026,2094.0,3009.0,31909.229999999996
2015-05-25,727.0,146.7667,2904.0,3718.0,40755.05999999999
2015-05-26,308.0,104.616656,1042.0,1223.0,17215.620000000003
2015-05-27,350.0,126.283336,1090.0,1250.0,18893.1
2015-05-28,343.0,108.449996,1035.0,1183.0,18618.25
2015-05-29,471.0,122.516675,1378.0,1618.0,27047.72
2015-05-30,786.0,234.14985199999998,2524.0,2719.0,40723.060000000005
2015-05-31,515.0,154.299956,1873.0,1973.0,30296.64
2015-06-01,356.0,110.41668000000001,1277.0,1147.0,20610.68
2015-06-02,300.0,115.316663,1000.0,852.0,15841.64
2015-06-03,317.0,103.933307,1113.0,1143.0,20282.48
2015-06-04,380.0,111.49997600000002,1275.0,1178.0,19842.51
2015-06-05,542.0,123.883423,1840.0,1775.0,29800.289999999997
2015-06-06,655.0,197.983439,2294.0,2040.0,37173.25
2015-06-07,521.0,128.916696,2116.0,1771.0,28769.519999999997
2015-06-08,275.0,87.866649,970.0,901.0,17923.159999999996
2015-06-09,1070.0,293.86668999999995,2583.0,4592.0,75688.58
2015-06-10,751.0,219.28333,1990.0,3042.0,47576.549999999996
2015-06-11,813.0,217.13335,2326.0,2985.0,50644.020000000004
2015-06-12,979.0,217.16662999999997,2642.0,3468.0,55499.76
2015-06-13,955.0,243.533196,2867.0,3676.0,53078.19000000001
2015-06-14,720.0,151.983263,2231.0,2690.0,38097.020000000004
2015-06-15,463.0,148.200056,1459.0,1567.0,23795.85
2015-06-16,518.0,131.449883,1536.0,1825.0,25403.079999999994
2015-06-17,581.0,126.449996,1759.0,2219.0,30375.45
2015-06-18,490.0,136.533293,1484.0,1856.0,25023.189999999995
2015-06-19,637.0,169.01665799999998,1885.0,2016.0,27100.200000000004
2015-06-20,837.0,245.56653100000003,2493.0,3184.0,40296.31999999999
2015-06-21,452.0,175.03325999999998,1412.0,1500.0,19105.699999999997
2015-06-22,519.0,124.0666,1735.0,1811.0,23233.27
2015-06-23,495.0,132.100003,1165.0,1807.0,16930.57
2015-06-24,511.0,115.08331,1332.0,2094.0,18817.36
2015-06-25,495.0,142.33337,1414.0,1825.0,22679.14
2015-06-26,613.0,144.23327500000002,1726.0,2119.0,25296.06
2015-06-27,624.0,234.24992300000002,1787.0,2253.0,29433.989999999998
2015-06-28,470.0,193.75009599999998,1396.0,2027.0,23292.14
2015-06-29,444.0,110.71662999999998,1360.0,1736.0,22313.719999999998
2015-06-30,472.0,112.116738,1243.0,1954.0,22280.82
2015-07-01,557.0,133.28341999999998,1432.0,2397.0,31301.420000000006
2015-07-02,620.0,167.54996,1631.0,2349.0,28475.0
2015-07-03,817.0,214.866556,2112.0,2910.0,39241.89000000001
2015-07-04,441.0,158.13327900000002,1134.0,1834.0,22478.55
2015-07-05,357.0,126.00006199999999,1270.0,1238.0,19202.15
2015-07-06,339.0,107.550012,1183.0,1044.0,15105.45
2015-07-07,449.0,108.68330600000002,1477.0,1712.0,22609.2
2015-07-08,432.0,119.28333899999998,1412.0,1653.0,19734.98
2015-07-09,427.0,138.333366,1405.0,1674.0,21353.789999999997
2015-07-10,524.0,147.28338599999998,1820.0,2066.0,26086.909999999996
2015-07-11,703.0,210.03336,2468.0,2918.0,32752.71
2015-07-12,438.0,139.59989000000002,1633.0,2064.0,22066.0
2015-07-13,413.0,134.88334,1293.0,1565.0,16821.260000000002
2015-07-14,371.0,114.900036,1282.0,1424.0,17671.690000000002
2015-07-15,367.0,121.74998200000002,1311.0,1408.0,18379.78
2015-07-16,484.0,131.400019,1728.0,2222.0,23655.88
2015-07-17,611.0,161.650007,1987.0,3053.0,28956.85
2015-07-18,789.0,223.53323100000003,2601.0,3847.0,35143.329999999994
2015-07-19,473.0,157.98335999999998,1875.0,1909.0,22095.74
2015-07-20,397.0,138.46659,1473.0,1679.0,20273.6
2015-07-21,367.0,114.51658800000001,1338.0,1220.0,16313.949999999999
2015-07-22,374.0,113.900016,1388.0,1312.0,18492.13
2015-07-23,382.0,122.433261,1518.0,1417.0,20538.63
2015-07-24,436.0,160.849932,1623.0,1568.0,23400.05
2015-07-25,615.0,229.60009100000002,2449.0,2179.0,32815.979999999996
2015-07-26,454.0,125.750052,1938.0,1647.0,21269.140000000003
2015-07-27,385.0,110.633403,1628.0,1546.0,19730.299999999996
2015-07-28,458.0,126.166512,1798.0,2137.0,24468.890000000003
2015-07-29,484.0,133.266626,1936.0,2316.0,27925.13
2015-07-30,496.0,142.350076,1806.0,2127.0,26739.769999999997
2015-07-31,552.0,150.51664,2135.0,2417.0,29792.11
2015-08-01,594.0,206.23318200000003,2592.0,2553.0,32083.459999999995
2015-08-02,475.0,170.150003,1971.0,2003.0,25652.550000000003
2015-08-03,373.0,154.99999599999998,1514.0,1626.0,21804.72
2015-08-04,357.0,125.91660999999999,1470.0,1442.0,20687.120000000003
2015-08-05,371.0,127.29998499999999,1563.0,1627.0,21195.039999999997
2015-08-06,361.0,134.583283,1496.0,1370.0,20021.300000000003
2015-08-07,552.0,164.516699,2026.0,2096.0,31132.670000000002
2015-08-08,628.0,199.416692,2609.0,2350.0,35965.42
2015-08-09,465.0,172.91652700000003,2164.0,1835.0,26561.97
2015-08-10,386.0,144.733241,1789.0,1475.0,20848.57
2015-08-11,379.0,146.083413,1622.0,1465.0,17923.63
2015-08-12,329.0,150.883358,1338.0,1286.0,19040.18
2015-08-13,367.0,160.39996299999999,1373.0,1462.0,19977.89
2015-08-14,421.0,157.65006,1706.0,1607.0,23314.43
2015-08-15,582.0,200.75002700000002,2287.0,2347.0,32292.32
2015-08-16,355.0,155.76659300000003,1560.0,1507.0,21288.66
2015-08-17,336.0,133.050021,1401.0,1360.0,19634.02
2015-08-18,356.0,127.816649,1329.0,1401.0,21114.370000000003
2015-08-19,361.0,119.33334300000001,1360.0,1371.0,18978.450000000004
2015-08-20,332.0,116.516632,1259.0,1251.0,18365.539999999997
2015-08-21,450.0,155.28325,1699.0,1741.0,26201.940000000002
2015-08-22,578.0,227.14996899999997,2276.0,2318.0,35193.600000000006
2015-08-23,458.0,180.83333,1897.0,1855.0,24715.329999999998
2015-08-24,371.0,129.133399,1376.0,1508.0,20217.399999999998
2015-08-25,366.0,157.933446,1355.0,1577.0,18476.64
2015-08-26,316.0,107.43332000000001,1085.0,1267.0,15007.15
2015-08-27,386.0,147.74998699999998,1105.0,2151.0,25547.66
2015-08-28,426.0,157.566706,1415.0,1794.0,22649.17
2015-08-29,810.0,259.84986,3022.0,3649.0,43142.53999999999
2015-08-30,520.0,130.100024,2060.0,2083.0,28721.780000000002
2015-08-31,285.0,118.75006300000001,934.0,1006.0,14634.86
2015-09-01,287.0,104.38336600000001,930.0,994.0,15684.689999999999
2015-09-02,271.0,129.299916,897.0,985.0,13286.47
2015-09-03,348.0,127.41668999999996,1032.0,1954.0,15996.279999999999
2015-09-04,467.0,152.23349499999998,1427.0,2250.0,21920.770000000004
2015-09-05,662.0,232.133329,2293.0,3382.0,31725.97
2015-09-06,463.0,176.19996,1701.0,2377.0,22878.32
2015-09-07,644.0,167.61669,2513.0,3649.0,36700.770000000004
2015-09-08,228.0,121.01661,856.0,795.0,12265.66
2015-09-09,232.0,107.18332000000001,819.0,828.0,10613.14
2015-09-10,298.0,138.766696,996.0,1144.0,17242.929999999997
2015-09-11,412.0,149.86666,1446.0,1508.0,20343.41
2015-09-12,591.0,246.33320200000003,2441.0,2250.0,32862.79
2015-09-13,375.0,152.950123,1588.0,1466.0,17641.93
2015-09-14,239.0,107.64994999999999,910.0,989.0,12220.25
2015-09-15,291.0,119.499975,1002.0,1343.0,19190.449999999997
2015-09-16,313.0,121.36674000000001,1048.0,1423.0,16194.579999999998
2015-09-17,339.0,126.416495,999.0,1500.0,21080.21
2015-09-18,443.0,149.433286,1562.0,1992.0,24714.64
2015-09-19,773.0,226.28337000000002,3036.0,3341.0,40055.94
2015-09-20,460.0,195.549883,1870.0,1996.0,23814.640000000003
2015-09-21,304.0,132.4,1062.0,1416.0,15484.89
2015-09-22,291.0,135.48338300000003,799.0,1045.0,14645.32
2015-09-23,353.0,116.76669599999998,987.0,1238.0,17206.46
2015-09-24,298.0,135.050103,899.0,1220.0,15346.33
2015-09-25,405.0,172.599896,1328.0,1410.0,20472.53
2015-09-26,579.0,242.86661999999998,2176.0,2309.0,30222.019999999993
2015-09-27,414.0,170.85003199999997,1396.0,1462.0,19031.75
2015-09-28,276.0,161.99988000000002,778.0,1115.0,13314.480000000001
2015-09-29,278.0,127.61680599999998,864.0,1002.0,13991.7
2015-09-30,299.0,121.88333,930.0,1229.0,14892.130000000001
2015-10-01,286.0,142.500033,896.0,1298.0,18560.48
2015-10-02,354.0,167.64989300000002,1201.0,1387.0,17860.06
2015-10-03,644.0,261.19995599999993,2373.0,2298.0,32483.2
2015-10-04,382.0,146.300029,1544.0,1402.0,18531.2
2015-10-05,230.0,103.44999399999999,798.0,827.0,12548.339999999998
2015-10-06,229.0,104.950015,764.0,875.0,12288.880000000001
2015-10-07,223.0,123.94994300000002,712.0,869.0,12674.12
2015-10-08,291.0,136.66658200000003,906.0,1364.0,15705.84
2015-10-09,469.0,178.6666,1506.0,2264.0,23183.370000000003
2015-10-10,755.0,236.366519,2664.0,4013.0,35315.4
2015-10-11,432.0,169.94996799999998,1534.0,2243.0,20936.73
2015-10-12,387.0,155.14991600000002,1362.0,1452.0,19495.13
2015-10-13,257.0,129.366726,803.0,1023.0,14611.79
2015-10-14,278.0,133.900097,873.0,968.0,14754.310000000003
2015-10-15,280.0,137.29997999999998,874.0,1037.0,13182.29
2015-10-16,393.0,151.716546,1350.0,1371.0,20778.35
2015-10-17,658.0,236.58339600000002,2571.0,2690.0,34211.29
2015-10-18,391.0,155.21679,1618.0,1594.0,18944.12
2015-10-19,314.0,114.48319500000001,985.0,1077.0,14513.44
2015-10-20,244.0,125.73336,898.0,1159.0,14695.95
2015-10-21,220.0,111.11675600000001,910.0,990.0,11477.81
2015-10-22,239.0,94.649961,978.0,1068.0,12227.84
2015-10-23,350.0,119.76669000000001,1489.0,1534.0,17554.739999999998
2015-10-24,335.0,135.93334900000002,1688.0,1602.0,19160.75
2015-10-25,342.0,145.23333,1736.0,1663.0,20955.77
2015-10-26,224.0,131.83333000000002,811.0,884.0,12622.369999999999
2015-10-27,204.0,115.19998,817.0,948.0,12377.880000000001
2015-10-28,259.0,125.16663,927.0,1198.0,16396.22
2015-10-29,256.0,99.48331500000002,961.0,1227.0,12600.609999999999
2015-10-30,309.0,133.399959,1292.0,1441.0,18958.559999999998
2015-10-31,471.0,174.816553,2247.0,2182.0,27119.100000000002
2015-11-01,317.0,122.850096,1531.0,1569.0,19152.96
2015-11-02,200.0,100.43330599999999,772.0,846.0,11920.390000000001
2015-11-03,198.0,101.933319,768.0,772.0,10405.699999999999
2015-11-04,229.0,92.68331099999999,787.0,983.0,11598.71
2015-11-05,227.0,126.61664200000001,921.0,1007.0,14050.410000000002
2015-11-06,339.0,146.63318900000002,1472.0,1364.0,18399.690000000002
2015-11-07,657.0,188.28326299999998,3208.0,3014.0,38794.3
2015-11-08,383.0,139.05006100000003,2032.0,1878.0,21600.1
2015-11-09,237.0,110.56665600000001,1014.0,1072.0,12685.18
2015-11-10,302.0,112.666692,1100.0,1250.0,15635.239999999998
2015-11-11,433.0,103.083301,1597.0,2432.0,21772.91
2015-11-12,325.0,155.89998300000002,1041.0,1886.0,18766.44
2015-11-13,493.0,182.71662,1842.0,2626.0,27197.43
2015-11-14,921.0,291.133256,3895.0,4930.0,45233.92
2015-11-15,529.0,172.433408,2257.0,3053.0,25539.260000000002
2015-11-16,255.0,141.18327599999998,883.0,1066.0,12239.009999999998
2015-11-17,225.0,156.266625,882.0,857.0,11536.79
2015-11-18,284.0,142.216729,1016.0,1148.0,14859.109999999999
2015-11-19,308.0,153.88324599999999,1091.0,1315.0,15371.44
2015-11-20,426.0,169.350016,1602.0,1820.0,22147.3
2015-11-21,413.0,247.033285,2035.0,2014.0,25098.769999999997
2015-11-22,481.0,185.750036,2237.0,2233.0,26999.37
2015-11-23,321.0,157.21659999999997,1440.0,1358.0,17753.19
2015-11-24,355.0,184.79998999999998,1488.0,1397.0,18117.71
2015-11-25,633.0,255.483479,2462.0,2815.0,36298.46000000001
2015-11-26,0.0,9.566666,5256.0,0.0,0.0
2015-11-27,3486.0,457.983396,9985.0,17373.0,232870.03999999998
2015-11-28,1049.0,421.4500299999999,4535.0,4667.0,60771.13
2015-11-29,682.0,229.90000600000002,2838.0,2931.0,36431.95
2015-11-30,415.0,158.29999599999996,1375.0,1875.0,23369.07
2015-12-01,425.0,169.71663099999998,1382.0,1312.0,22174.480000000003
2015-12-02,451.0,163.366576,1414.0,1435.0,25345.539999999997
2015-12-03,478.0,184.933396,1470.0,1614.0,26803.72
2015-12-04,650.0,241.23322799999997,2325.0,2161.0,33074.11000000001
2015-12-05,1317.0,398.56666,4635.0,6362.0,67223.26
2015-12-06,1036.0,288.566492,3593.0,5045.0,52952.62
2015-12-07,694.0,214.766659,1872.0,2959.0,31721.84
2015-12-08,632.0,184.70002200000002,1720.0,2214.0,39149.03
2015-12-09,593.0,172.33332800000002,1925.0,2043.0,33738.630000000005
